Slow-Time Signal [I]_x,Slow-Time Signal [I]_y,Slow-Time Signal [Q]_x,Slow-Time Signal [Q]_y,Envelop_x,Envelop_y,Wrapped Angle_x,Wrapped Angle_y,Phase Unwrap_x,Phase Unwrap_y,Breathing_x,Breathing_y,Heart_x,Heart_y
97.1953043938,-0.0010107831,97.1953043938,0.0005613334,97.1953043938,0.0011561910,97.1953043938,150.9546100035,97.1953043938,-5609.0453899965,97.1953043938,0.0796318733,97.1953043938,-7.1327038213
97.2407567501,-0.001388214,97.2407567501,0.0002742693,97.2407567501,0.0014150483,97.2407567501,168.8240102367,97.2407567501,-5591.1759897633,97.2407567501,0.1976112799,97.2407567501,-8.5201199937
97.3014383316,-0.0012831266,97.3014383316,0.0001715794,97.3014383316,0.0012945475,97.3014383316,172.3836029612,97.3014383316,-5587.6163970388,97.3014383316,0.3029978314,97.3014383316,-5.9101125613
97.3318305016,-0.0013995956,97.3318305016,0.0002459626,97.3318305016,0.0014210438,97.3318305016,170.0327123943,97.3318305016,-5589.9672876057,97.3318305016,0.3645750675,97.3318305016,0.8562815962
97.3921129704,-0.001755704,97.3921129704,0.0001083948,97.3921129704,0.0017590469,97.3921129704,176.4671209961,97.3921129704,-5583.5328790039,97.3921129704,0.3564080653,97.3921129704,9.8529984357
97.4529321194,-0.0016660881,97.4529321194,-0.0000972272,97.4529321194,0.0016689226,97.4529321194,-176.6602015282,97.4529321194,-5576.6602015282,97.4529321194,0.2631524027,97.4529321194,16.958630488
97.4985163212,-0.0013668765,97.4985163212,-0.0003355080,97.4985163212,0.0014074506,97.4985163212,-166.2090560126,97.4985163212,-5566.2090560126,97.4985163212,0.0854984826,97.4985163212,18.4828163403
97.5439903736,-0.0013453613,97.5439903736,-0.0002109166,97.5439903736,0.001361794,97.5439903736,-171.0900802191,97.5439903736,-5571.0900802191,97.5439903736,-0.1592994071,97.5439903736,12.6873722142
97.5893831253,-0.0013983828,97.5893831253,-0.0000180211,97.5893831253,0.0013984989,97.5893831253,-179.2616650138,97.5893831253,-5579.2616650138,97.5893831253,-0.4401932329,97.5893831253,1.8355702675
97.6500687599,-0.0013295651,97.6500687599,-0.000172016,97.6500687599,0.0013406464,97.6500687599,-172.628157633,97.6500687599,-5572.628157633,97.6500687599,-0.7177441397,97.6500687599,-8.9449166874
97.6958594322,-0.0014423917,97.6958594322,-0.0002154107,97.6958594322,0.001458388,97.6958594322,-171.506067832,97.6958594322,-5571.506067832,97.6958594322,-0.95089243,97.6958594322,-15.4787688425
97.7262682915,-0.0014562747,97.7262682915,-0.0003297487,97.7262682915,0.0014931411,97.7262682915,-167.2414901512,97.7262682915,-5567.2414901512,97.7262682915,-1.1039349062,97.7262682915,-15.6664991889
97.7862474918,-0.0016507479,97.7862474918,-0.0002021315,97.7862474918,0.0016630772,97.7862474918,-173.0189748799,97.7862474918,-5573.0189748799,97.7862474918,-1.1524194205,97.7862474918,-10.8747982248
97.8472521305,-0.001742165,97.8472521305,0.0000093041,97.8472521305,0.0017421898,97.8472521305,179.6940123449,97.8472521305,-5580.3059876551,97.8472521305,-1.0870051808,97.8472521305,-4.1139353685
97.8928449154,-0.0016131711,97.8928449154,0.0001456467,97.8928449154,0.0016197327,97.8928449154,174.8409822459,97.8928449154,-5585.1590177541,97.8928449154,-0.9150531669,97.8928449154,1.6454160618
